Date,Time,Temp Out,Out Hum,Dew Pt.,Wind Speed
2022-10-19,17:00,27.5,86.0,25.0,3.9
2022-10-19,18:00,26.2,92.0,24.7,0.8
2022-10-19,19:00,26.1,92.0,24.7,1.8
2022-10-19,20:00,25.9,93.0,24.6,4.7
2022-10-19,21:00,26.0,93.0,24.7,4.9
2022-10-19,9:00p,24.0,1.0,-35.6,0.0
2022-10-19,11:00p,23.7,1.0,-35.8,0.0
2022-10-19,23:00,25.2,94.0,24.1,3.6
2022-10-19,11:30p,23.6,1.0,-35.8,0.0
2022-10-19,10:30p,23.6,1.0,-35.8,0.0
2022-10-19,10:00p,23.7,1.0,-35.8,0.0
2022-10-19,9:30p,23.8,1.0,-35.7,0.0
2022-10-19,16:00,27.8,85.0,25.1,6.5
2022-10-19,22:00,25.4,93.0,24.1,4.1
2022-10-19,15:00,29.3,81.0,25.7,8.8
2022-10-19,07:00,26.6,90.0,24.8,3.3
2022-10-19,13:00,30.1,75.0,25.3,7.4
2022-10-19,12:00,30.3,76.0,25.5,6.1
2022-10-19,11:00,30.3,74.0,25.2,5.4
2022-10-19,10:00,29.9,75.0,25.0,5.1
2022-10-19,09:00,27.3,84.0,24.4,4.3
2022-10-19,08:00,26.9,86.0,24.4,4.3
2022-10-19,06:00,26.3,92.0,24.9,3.1
2022-10-19,05:00,24.6,97.0,24.1,3.6
2022-10-19,04:00,25.1,95.0,24.3,3.8
2022-10-19,03:00,25.0,96.0,24.3,4.8
2022-10-19,02:00,24.8,96.0,24.2,3.7
2022-10-19,01:00,24.9,97.0,24.4,2.8
2022-10-19,00:00,25.8,93.0,24.6,3.7
2022-10-19,8:30p,23.9,1.0,-35.6,0.0
2022-10-19,14:00,30.2,76.0,25.5,9.2
2022-10-19,8:00p,23.8,1.0,-35.7,0.0
2022-10-19,4:00p,25.2,1.0,-34.9,0.0
2022-10-19,7:00p,23.7,1.0,-35.8,0.0
2022-10-19,1:30a,24.1,1.0,-35.6,0.0
2022-10-19,2:00a,23.9,1.0,-35.7,0.0
2022-10-19,2:30a,23.8,1.0,-35.7,0.0
2022-10-19,3:00a,23.8,1.0,-35.7,0.0
2022-10-19,3:30a,23.6,1.0,-35.8,0.0
2022-10-19,4:00a,23.6,1.0,-35.9,0.0
2022-10-19,4:30a,23.4,0.0,0.0,0.0
2022-10-19,5:00a,0.0,0.0,0.0,0.0
2022-10-19,5:30a,0.0,0.0,0.0,0.0
2022-10-19,6:00a,0.0,0.0,0.0,0.0
2022-10-19,7:30p,23.8,1.0,-35.7,0.0
2022-10-19,7:00a,24.6,1.0,-35.3,0.0
2022-10-19,7:30a,25.8,1.0,-34.5,0.0
2022-10-19,8:00a,26.4,1.0,-34.2,0.0
2022-10-19,8:30a,27.0,1.0,-33.8,0.0
2022-10-19,1:00a,24.1,1.0,-35.6,0.0
2022-10-19,9:00a,27.4,1.0,-33.6,0.0
2022-10-19,12:30a,24.1,1.0,-35.5,0.0
2022-10-19,12:00a,23.9,1.0,-35.6,0.0
2022-10-19,6:30a,24.1,1.0,-35.6,0.0
2022-10-19,9:30a,27.8,1.0,-33.3,0.0
2022-10-19,10:30a,29.1,1.0,-32.6,0.0
2022-10-19,5:30p,24.3,1.0,-35.4,0.0
2022-10-19,6:00p,24.0,1.0,-35.6,0.0
2022-10-19,6:30p,23.8,1.0,-35.7,0.0
2022-10-19,10:00a,28.9,1.0,-32.7,0.0
2022-10-19,5:00p,25.0,1.0,-35.0,0.0
2022-10-19,3:30p,27.1,1.0,-33.7,0.0
2022-10-19,3:00p,30.9,1.0,-31.5,0.0
2022-10-19,4:30p,25.1,1.0,-34.9,0.0
2022-10-19,2:00p,31.3,1.0,-31.2,0.0
2022-10-19,1:30p,31.7,1.0,-31.0,0.0
2022-10-19,11:00a,29.2,1.0,-32.5,0.0
2022-10-19,11:30a,29.5,1.0,-32.3,0.0
2022-10-19,12:00p,30.9,1.0,-31.5,0.0
2022-10-19,1:00p,31.3,1.0,-31.2,0.0
2022-10-19,12:30p,31.4,1.0,-31.2,0.0
2022-10-19,2:30p,30.8,1.0,-31.5,0.0
2022-10-20,9:30a,27.4,1.0,-33.5,0.0
2022-10-20,10:00a,28.0,1.0,-33.2,0.0
2022-10-20,12:30p,31.0,1.0,-31.4,0.0
2022-10-20,1:30p,27.7,1.0,-33.4,0.0
2022-10-20,2:00p,25.6,1.0,-34.6,0.0
2022-10-20,2:30p,26.3,1.0,-34.2,0.0
2022-10-20,3:00p,26.6,1.0,-34.0,0.0
2022-10-20,3:30p,26.8,1.0,-33.9,0.0
2022-10-20,4:30p,26.0,1.0,-34.4,0.0
2022-10-20,5:00p,25.4,1.0,-34.8,0.0
2022-10-20,5:30p,25.3,1.0,-34.8,0.0
2022-10-20,1:00p,30.3,1.0,-31.8,0.0
2022-10-20,4:00p,26.8,1.0,-33.9,0.0
2022-10-20,2:30a,23.5,1.0,-35.9,0.0
2022-10-20,12:30a,23.6,1.0,-35.9,0.0
2022-10-20,9:00a,26.8,1.0,-33.9,0.0
2022-10-20,8:30a,25.8,1.0,-34.5,0.0
2022-10-20,8:00a,25.1,1.0,-35.0,0.0
2022-10-20,7:30a,24.4,1.0,-35.4,0.0
2022-10-20,7:00a,24.1,1.0,-35.6,0.0
2022-10-20,6:30a,0.0,0.0,0.0,0.0
2022-10-20,6:00a,0.0,0.0,0.0,0.0
2022-10-20,6:00p,25.2,1.0,-34.9,0.0
2022-10-20,5:30a,0.0,0.0,0.0,0.0
2022-10-20,4:30a,0.0,0.0,0.0,0.0
2022-10-20,4:00a,0.0,0.0,0.0,0.0
2022-10-20,3:30a,22.3,0.0,0.0,0.0
2022-10-20,3:00a,23.3,1.0,-36.0,0.0
2022-10-20,2:00a,23.6,1.0,-35.8,0.0
2022-10-20,1:30a,23.5,1.0,-35.9,0.0
2022-10-20,1:00a,23.6,1.0,-35.9,0.0
2022-10-20,5:00a,0.0,0.0,0.0,0.0
2022-10-20,6:30p,25.0,1.0,-35.0,0.0
2022-10-20,15:00,28.8,81.0,25.2,7.2
2022-10-20,7:30p,25.0,1.0,-35.0,0.0
2022-10-20,17:00,27.7,83.0,24.6,3.1
2022-10-20,16:00,28.2,82.0,24.9,6.9
2022-10-20,11:30p,23.9,1.0,-35.7,0.0
2022-10-20,14:00,28.7,81.0,25.0,5.8
2022-10-20,13:00,28.9,80.0,25.1,6.8
2022-10-20,12:00,29.5,76.0,24.8,6.0
2022-10-20,11:00,28.9,77.0,24.5,7.2
2022-10-20,10:00,29.0,78.0,24.8,6.8
2022-10-20,09:00,26.9,85.0,24.2,6.3
2022-10-20,08:00,26.2,88.0,24.1,4.7
2022-10-20,07:00,25.8,92.0,24.5,4.0
2022-10-20,06:00,25.8,92.0,24.4,3.0
2022-10-20,05:00,24.5,96.0,23.8,5.0
2022-10-20,04:00,24.6,96.0,23.9,4.3
2022-10-20,03:00,24.6,97.0,24.0,3.7
2022-10-20,02:00,24.5,97.0,24.0,3.4
2022-10-20,01:00,24.7,96.0,24.0,2.8
2022-10-20,8:00p,25.0,1.0,-35.0,0.0
2022-10-20,8:30p,24.8,1.0,-35.1,0.0
2022-10-20,9:00p,24.6,1.0,-35.2,0.0
2022-10-20,9:30p,24.4,1.0,-35.3,0.0
2022-10-20,10:00p,24.4,1.0,-35.4,0.0
2022-10-20,10:30p,24.3,1.0,-35.4,0.0
2022-10-20,7:00p,24.9,1.0,-35.1,0.0
2022-10-20,11:00p,24.1,1.0,-35.6,0.0
2022-10-20,21:00,25.4,94.0,24.3,0.8
2022-10-20,18:00,26.1,90.0,24.4,2.3
2022-10-20,22:00,25.1,96.0,24.4,2.9
2022-10-20,23:00,25.1,96.0,24.4,3.0
2022-10-20,20:00,25.7,93.0,24.5,2.2
2022-10-20,00:00,25.2,94.0,24.3,2.7
2022-10-20,19:00,25.9,92.0,24.4,2.7
2022-10-20,12:00a,23.6,1.0,-35.8,0.0
2022-10-21,6:00p,27.0,1.0,-33.8,0.0
2022-10-21,6:30p,26.4,1.0,-34.2,0.0
2022-10-21,7:00p,25.9,1.0,-34.4,0.0
2022-10-21,7:30p,25.6,1.0,-34.7,0.0
2022-10-21,8:00p,25.3,1.0,-34.8,0.0
2022-10-21,10:00p,24.3,1.0,-35.4,0.0
2022-10-21,9:00p,24.8,1.0,-35.1,0.0
2022-10-21,9:30p,24.5,1.0,-35.3,0.0
2022-10-21,10:30p,24.2,1.0,-35.5,0.0
2022-10-21,11:00p,23.9,1.0,-35.6,0.0
2022-10-21,11:30p,23.9,1.0,-35.7,0.0
2022-10-21,5:30p,27.9,1.0,-33.3,0.0
2022-10-21,8:30p,25.1,1.0,-34.9,0.0
2022-10-21,5:00p,29.1,1.0,-32.6,0.0
2022-10-21,11:30a,28.5,1.0,-32.9,0.0
2022-10-21,4:00p,31.2,1.0,-31.3,0.0
2022-10-21,3:30p,31.4,1.0,-31.2,0.0
2022-10-21,3:00p,31.9,1.0,-30.8,0.0
2022-10-21,2:30p,31.8,1.0,-30.9,0.0
2022-10-21,2:00p,31.2,1.0,-31.3,0.0
2022-10-21,1:30p,30.8,1.0,-31.5,0.0
2022-10-21,1:00p,30.6,1.0,-31.7,0.0
2022-10-21,12:30p,30.3,1.0,-31.8,0.0
2022-10-21,12:00p,30.1,1.0,-31.9,0.0
2022-10-21,11:00a,27.4,1.0,-33.6,0.0
2022-10-21,10:30a,27.1,1.0,-33.8,0.0
2022-10-21,10:00a,27.1,1.0,-33.7,0.0
2022-10-21,9:30a,27.3,1.0,-33.6,0.0
2022-10-21,4:30p,30.4,1.0,-31.8,0.0
2022-10-21,4:00a,0.0,0.0,0.0,0.0
2022-10-21,23:00,26.0,92.0,24.6,4.5
2022-10-21,00:00,25.0,95.0,24.2,3.7
2022-10-21,9:00a,27.9,1.0,-33.2,0.0
2022-10-21,12:00a,23.9,1.0,-35.7,0.0
2022-10-21,12:30a,23.8,1.0,-35.7,0.0
2022-10-21,1:00a,23.6,1.0,-35.8,0.0
2022-10-21,1:30a,23.4,1.0,-35.9,0.0
2022-10-21,2:00a,23.2,1.0,-36.1,0.0
2022-10-21,2:30a,23.2,1.0,-36.1,0.0
2022-10-21,3:00a,23.3,1.0,-36.0,0.0
2022-10-21,22:00,26.1,91.0,24.6,2.3
2022-10-21,21:00,26.7,89.0,24.8,0.7
2022-10-21,20:00,27.0,87.0,24.7,2.1
2022-10-21,19:00,27.4,85.0,24.6,1.1
2022-10-21,18:00,27.7,82.0,24.3,2.5
2022-10-21,17:00,27.3,84.0,24.4,6.9
2022-10-21,3:30a,23.2,0.0,0.0,0.0
2022-10-21,16:00,30.1,78.0,25.9,8.3
2022-10-21,14:00,29.9,79.0,25.9,6.1
2022-10-21,13:00,30.3,79.0,26.1,6.5
2022-10-21,12:00,29.8,80.0,26.0,6.3
2022-10-21,11:00,29.7,79.0,25.7,6.7
2022-10-21,10:00,29.5,78.0,25.3,6.9
2022-10-21,09:00,27.9,81.0,24.4,7.8
2022-10-21,08:00,27.6,83.0,24.4,7.4
2022-10-21,07:00,26.7,87.0,24.4,5.1
2022-10-21,06:00,26.4,90.0,24.5,4.5
2022-10-21,05:00,23.9,97.0,23.4,3.8
2022-10-21,04:00,24.3,96.0,23.6,2.1
2022-10-21,03:00,24.4,97.0,23.8,3.5
2022-10-21,02:00,24.5,96.0,23.9,3.6
2022-10-21,01:00,24.5,96.0,23.9,4.4
2022-10-21,15:00,30.2,78.0,25.9,6.6
2022-10-21,8:30a,27.9,1.0,-33.3,0.0
2022-10-21,7:30a,26.2,1.0,-34.3,0.0
2022-10-21,4:30a,0.0,0.0,0.0,0.0
2022-10-21,5:00a,0.0,0.0,0.0,0.0
2022-10-21,5:30a,0.0,0.0,0.0,0.0
2022-10-21,6:00a,0.0,0.0,0.0,0.0
2022-10-21,6:30a,23.5,1.0,-35.9,0.0
2022-10-21,7:00a,24.7,1.0,-35.2,0.0
2022-10-21,8:00a,26.9,1.0,-33.9,0.0
2022-10-22,6:00a,23.4,1.0,-35.9,0.0
2022-10-22,9:00a,29.3,1.0,-32.4,0.0
2022-10-22,8:30a,28.3,1.0,-33.0,0.0
2022-10-22,8:00a,27.7,1.0,-33.4,0.0
2022-10-22,7:30a,26.8,1.0,-33.9,0.0
2022-10-22,7:00a,25.4,1.0,-34.7,0.0
2022-10-22,6:30a,24.2,1.0,-35.5,0.0
2022-10-22,5:30a,0.0,0.0,0.0,0.0
2022-10-22,9:30p,24.6,1.0,-35.3,0.0
2022-10-22,4:30a,0.0,0.0,0.0,0.0
2022-10-22,4:00a,23.5,0.0,0.0,0.0
2022-10-22,9:00p,24.8,1.0,-35.1,0.0
2022-10-22,12:30a,23.6,1.0,-35.8,0.0
2022-10-22,3:30a,23.6,1.0,-35.8,0.0
2022-10-22,3:00a,23.7,1.0,-35.8,0.0
2022-10-22,2:30a,23.6,1.0,-35.9,0.0
2022-10-22,2:00a,23.5,1.0,-35.9,0.0
2022-10-22,12:00a,23.8,1.0,-35.7,0.0
2022-10-22,1:00a,23.6,1.0,-35.8,0.0
2022-10-22,5:00a,0.0,0.0,0.0,0.0
2022-10-22,21:00,27.4,84.0,24.4,5.4
2022-10-22,22:00,26.6,87.0,24.3,5.1
2022-10-22,01:00,25.5,93.0,24.3,5.1
2022-10-22,00:00,26.0,92.0,24.6,6.6
2022-10-22,04:00,24.9,94.0,23.9,4.1
2022-10-22,05:00,24.9,94.0,23.9,4.4
2022-10-22,06:00,26.3,90.0,24.5,4.7
2022-10-22,07:00,27.0,87.0,24.7,5.0
2022-10-22,08:00,27.6,84.0,24.6,7.0
2022-10-22,09:00,28.2,80.0,24.5,9.0
2022-10-22,10:00,30.9,71.0,25.0,10.1
2022-10-22,23:00,26.1,87.0,23.8,4.6
2022-10-22,11:00,30.9,72.0,25.3,9.9
2022-10-22,13:00,31.5,71.0,25.7,9.4
2022-10-22,14:00,30.9,70.0,24.9,7.9
2022-10-22,15:00,30.2,71.0,24.3,7.2
2022-10-22,16:00,29.1,77.0,24.7,8.0
2022-10-22,17:00,28.9,80.0,25.1,4.9
2022-10-22,18:00,27.9,81.0,24.3,5.0
2022-10-22,19:00,27.5,83.0,24.4,5.9
2022-10-22,20:00,27.4,83.0,24.3,6.6
2022-10-22,1:30a,23.4,1.0,-36.0,0.0
2022-10-22,12:00,31.2,72.0,25.6,9.8
2022-10-22,9:30a,30.6,1.0,-31.6,0.0
2022-10-22,10:00a,31.3,1.0,-31.2,0.0
2022-10-22,02:00,25.5,93.0,24.3,4.5
2022-10-22,10:30a,31.9,1.0,-30.8,0.0
2022-10-22,11:00a,31.7,1.0,-31.0,0.0
2022-10-22,11:30a,32.3,1.0,-30.6,0.0
2022-10-22,12:00p,32.6,1.0,-30.4,0.0
2022-10-22,12:30p,32.8,1.0,-30.3,0.0
2022-10-22,1:00p,33.2,1.0,-30.1,0.0
2022-10-22,1:30p,32.6,1.0,-30.4,0.0
2022-10-22,2:00p,32.8,1.0,-30.3,0.0
2022-10-22,2:30p,33.1,1.0,-30.1,0.0
2022-10-22,3:00p,32.8,1.0,-30.3,0.0
2022-10-22,3:30p,32.5,1.0,-30.5,0.0
2022-10-22,4:00p,32.2,1.0,-30.7,0.0
2022-10-22,10:00p,24.4,1.0,-35.4,0.0
2022-10-22,10:30p,24.2,1.0,-35.5,0.0
2022-10-22,11:00p,24.2,1.0,-35.5,0.0
2022-10-22,11:30p,24.0,1.0,-35.6,0.0
2022-10-22,8:30p,25.3,1.0,-34.8,0.0
2022-10-22,8:00p,25.9,1.0,-34.4,0.0
2022-10-22,7:30p,26.4,1.0,-34.1,0.0
2022-10-22,6:30p,27.3,1.0,-33.6,0.0
2022-10-22,6:00p,27.9,1.0,-33.3,0.0
2022-10-22,5:30p,28.7,1.0,-32.8,0.0
2022-10-22,5:00p,30.3,1.0,-31.8,0.0
2022-10-22,4:30p,31.8,1.0,-30.9,0.0
2022-10-22,7:00p,26.8,1.0,-33.9,0.0
2022-10-22,03:00,25.4,93.0,24.2,3.8
2022-10-23,16:00,28.9,82.0,25.5,10.0
2022-10-23,22:00,26.2,89.0,24.3,4.7
2022-10-23,15:00,30.5,77.0,26.1,12.1
2022-10-23,14:00,30.2,77.0,25.8,11.3
2022-10-23,13:00,30.0,75.0,25.1,12.1
2022-10-23,12:00,30.1,78.0,25.8,12.3
2022-10-23,11:00,30.0,78.0,25.8,11.6
2022-10-23,10:00,29.7,79.0,25.7,10.8
2022-10-23,17:00,26.2,90.0,24.5,8.7
2022-10-23,08:00,27.0,86.0,24.4,4.7
2022-10-23,07:00,26.6,86.0,24.1,4.0
2022-10-23,23:00,26.5,88.0,24.3,3.4
2022-10-23,06:00,26.3,87.0,24.1,2.9
2022-10-23,04:00,25.3,90.0,23.6,5.8
2022-10-23,03:00,25.2,90.0,23.5,3.6
2022-10-23,02:00,25.2,90.0,23.4,3.6
2022-10-23,01:00,25.5,91.0,23.8,3.7
2022-10-23,00:00,26.2,88.0,24.0,3.8
2022-10-23,18:00,26.7,88.0,24.6,3.6
2022-10-23,19:00,26.8,86.0,24.3,5.2
2022-10-23,20:00,26.5,88.0,24.3,5.8
2022-10-23,21:00,26.6,89.0,24.5,5.1
2022-10-23,05:00,24.4,95.0,23.5,7.1
2022-10-23,09:00,27.1,87.0,24.8,9.0
2022-10-23,5:00a,0.0,0.0,0.0,0.0
2022-10-23,11:00p,23.5,1.0,-35.9,0.0
2022-10-23,9:00a,30.9,1.0,-31.5,0.0
2022-10-23,9:30a,30.9,1.0,-31.5,0.0
2022-10-23,10:00a,30.9,1.0,-31.4,0.0
2022-10-23,10:30a,31.4,1.0,-31.2,0.0
2022-10-23,11:00a,31.7,1.0,-31.0,0.0
2022-10-23,11:30a,30.9,1.0,-31.5,0.0
2022-10-23,12:00p,31.7,1.0,-31.0,0.0
2022-10-23,12:30p,27.5,1.0,-33.5,0.0
2022-10-23,1:00p,26.6,1.0,-34.1,0.0
2022-10-23,1:30p,28.3,1.0,-33.0,0.0
2022-10-23,2:00p,28.1,1.0,-33.1,0.0
2022-10-23,2:30p,27.7,1.0,-33.4,0.0
2022-10-23,3:00p,27.1,1.0,-33.7,0.0
2022-10-23,3:30p,27.2,1.0,-33.7,0.0
2022-10-23,8:30a,30.1,1.0,-32.0,0.0
2022-10-23,4:00p,27.3,1.0,-33.6,0.0
2022-10-23,5:00p,26.6,1.0,-34.0,0.0
2022-10-23,5:30p,26.0,1.0,-34.4,0.0
2022-10-23,6:00p,25.5,1.0,-34.7,0.0
2022-10-23,6:30p,25.2,1.0,-34.9,0.0
2022-10-23,7:00p,25.0,1.0,-35.0,0.0
2022-10-23,7:30p,24.7,1.0,-35.2,0.0
2022-10-23,8:00p,24.6,1.0,-35.3,0.0
2022-10-23,8:30p,24.6,1.0,-35.3,0.0
2022-10-23,9:00p,24.2,1.0,-35.5,0.0
2022-10-23,9:30p,23.9,1.0,-35.6,0.0
2022-10-23,10:00p,24.1,1.0,-35.6,0.0
2022-10-23,10:30p,23.7,1.0,-35.8,0.0
2022-10-23,11:30p,23.6,1.0,-35.9,0.0
2022-10-23,4:30p,27.2,1.0,-33.7,0.0
2022-10-23,8:00a,29.1,1.0,-32.6,0.0
2022-10-23,7:30a,28.0,1.0,-33.2,0.0
2022-10-23,7:00a,26.4,1.0,-34.1,0.0
2022-10-23,12:00a,23.8,1.0,-35.7,0.0
2022-10-23,12:30a,23.8,1.0,-35.7,0.0
2022-10-23,1:00a,23.6,1.0,-35.8,0.0
2022-10-23,1:30a,23.4,1.0,-36.0,0.0
2022-10-23,2:00a,23.2,1.0,-36.1,0.0
2022-10-23,2:30a,23.2,1.0,-36.1,0.0
2022-10-23,3:00a,23.3,1.0,-36.0,0.0
2022-10-23,3:30a,23.3,1.0,-36.0,0.0
2022-10-23,4:30a,0.0,0.0,0.0,0.0
2022-10-23,5:30a,0.0,0.0,0.0,0.0
2022-10-23,6:00a,24.1,1.0,-35.5,0.0
2022-10-23,6:30a,24.7,1.0,-35.2,0.0
2022-10-23,4:00a,22.4,0.0,0.0,0.0
2022-10-24,22:00,26.2,86.0,23.7,5.4
2022-10-24,00:00,26.4,89.0,24.5,3.0
2022-10-24,21:00,27.3,84.0,24.3,5.9
2022-10-24,20:00,27.3,83.0,24.2,6.6
2022-10-24,19:00,27.6,82.0,24.2,6.3
2022-10-24,18:00,27.8,81.0,24.1,7.3
2022-10-24,17:00,29.0,76.0,24.4,11.3
2022-10-24,16:00,29.3,76.0,24.7,12.2
2022-10-24,15:00,30.9,73.0,25.5,13.7
2022-10-24,14:00,30.8,74.0,25.7,14.2
2022-10-24,13:00,31.0,74.0,25.8,14.1
2022-10-24,12:00,30.3,76.0,25.7,13.8
2022-10-24,11:00,30.2,75.0,25.4,12.6
2022-10-24,10:00,30.3,74.0,25.2,11.5
2022-10-24,09:00,27.8,83.0,24.7,9.8
2022-10-24,08:00,27.2,86.0,24.6,5.5
2022-10-24,07:00,26.8,89.0,24.8,1.8
2022-10-24,06:00,26.3,90.0,24.5,3.4
2022-10-24,05:00,24.4,95.0,23.5,4.5
2022-10-24,04:00,25.3,91.0,23.6,4.5
2022-10-24,03:00,25.3,91.0,23.7,3.4
2022-10-24,02:00,25.6,90.0,23.9,3.7
2022-10-24,01:00,25.7,90.0,23.9,2.7
2022-10-24,23:00,26.1,87.0,23.8,5.5
2022-10-24,1:30a,22.9,1.0,-36.2,0.0
2022-10-24,1:00a,23.1,1.0,-36.2,0.0
2022-10-24,8:00a,27.4,1.0,-33.5,0.0
2022-10-24,1:30p,30.6,1.0,-31.6,0.0
2022-10-24,1:00p,30.6,1.0,-31.7,0.0
2022-10-24,12:30p,31.2,1.0,-31.3,0.0
2022-10-24,12:00p,31.5,1.0,-31.1,0.0
2022-10-24,11:30a,30.9,1.0,-31.4,0.0
2022-10-24,11:00a,30.6,1.0,-31.6,0.0
2022-10-24,10:30a,30.3,1.0,-31.8,0.0
2022-10-24,10:00a,29.6,1.0,-32.3,0.0
2022-10-24,9:30a,28.1,1.0,-33.1,0.0
2022-10-24,9:00a,28.8,1.0,-32.7,0.0
2022-10-24,8:30a,28.1,1.0,-33.2,0.0
2022-10-24,7:30a,26.4,1.0,-34.2,0.0
2022-10-24,7:00a,24.1,1.0,-35.5,0.0
2022-10-24,6:30a,23.7,1.0,-35.8,0.0
2022-10-24,6:00a,0.0,0.0,0.0,0.0
2022-10-24,5:30a,0.0,0.0,0.0,0.0
2022-10-24,4:30a,0.0,0.0,0.0,0.0
2022-10-24,2:00p,30.3,1.0,-31.8,0.0
2022-10-24,4:00a,-67.8,0.0,0.0,0.0
2022-10-24,2:30p,30.7,1.0,-31.6,0.0
2022-10-24,3:30p,31.6,1.0,-31.0,0.0
2022-10-24,12:30a,23.3,1.0,-36.0,0.0
2022-10-24,11:30p,23.8,1.0,-35.7,0.0
2022-10-24,11:00p,23.8,1.0,-35.7,0.0
2022-10-24,10:30p,24.1,1.0,-35.6,0.0
2022-10-24,10:00p,24.2,1.0,-35.5,0.0
2022-10-24,9:30p,24.6,1.0,-35.3,0.0
2022-10-24,9:00p,25.0,1.0,-35.0,0.0
2022-10-24,8:30p,25.3,1.0,-34.8,0.0
2022-10-24,8:00p,25.2,1.0,-34.9,0.0
2022-10-24,7:30p,25.4,1.0,-34.8,0.0
2022-10-24,7:00p,25.9,1.0,-34.5,0.0
2022-10-24,6:30p,26.7,1.0,-34.0,0.0
2022-10-24,6:00p,27.4,1.0,-33.6,0.0
2022-10-24,5:30p,28.3,1.0,-33.0,0.0
2022-10-24,5:00p,29.3,1.0,-32.4,0.0
2022-10-24,4:30p,30.2,1.0,-31.9,0.0
2022-10-24,4:00p,30.6,1.0,-31.7,0.0
2022-10-24,3:00p,31.4,1.0,-31.2,0.0
2022-10-24,3:30a,22.6,1.0,-36.4,0.0
2022-10-24,5:00a,0.0,0.0,0.0,0.0
2022-10-24,2:30a,22.7,1.0,-36.4,0.0
2022-10-24,3:00a,22.7,1.0,-36.4,0.0
2022-10-24,12:00a,23.4,1.0,-35.9,0.0
2022-10-24,2:00a,22.9,1.0,-36.3,0.0
2022-10-25,14:00,26.9,87.0,24.5,7.1
2022-10-25,07:00,26.7,85.0,24.0,3.4
2022-10-25,08:00,27.1,85.0,24.3,6.9
2022-10-25,09:00,27.6,84.0,24.7,7.9
2022-10-25,10:00,27.7,87.0,25.2,7.1
2022-10-25,11:00,28.3,85.0,25.5,7.9
2022-10-25,12:00,28.6,81.0,25.1,9.0
2022-10-25,13:00,27.7,83.0,24.5,7.7
2022-10-25,15:00,27.4,86.0,24.9,6.3
2022-10-25,3:30a,23.3,1.0,-36.0,0.0
2022-10-25,17:00,24.4,89.0,22.6,10.0
2022-10-25,18:00,24.6,95.0,23.8,5.1
2022-10-25,19:00,24.8,94.0,23.8,3.3
2022-10-25,20:00,25.1,92.0,23.8,4.2
2022-10-25,21:00,25.2,91.0,23.7,4.0
2022-10-25,22:00,24.9,93.0,23.7,5.2
2022-10-25,23:00,24.7,94.0,23.6,6.7
2022-10-25,06:00,26.1,87.0,23.8,2.8
2022-10-25,16:00,26.1,89.0,24.1,5.6
2022-10-25,05:00,24.6,92.0,23.3,5.0
2022-10-25,2:00a,23.5,1.0,-35.9,0.0
2022-10-25,03:00,25.5,88.0,23.4,5.9
2022-10-25,04:00,25.4,89.0,23.4,5.2
2022-10-25,12:30a,23.6,1.0,-35.9,0.0
2022-10-25,1:00a,23.6,1.0,-35.8,0.0
2022-10-25,1:30a,23.6,1.0,-35.9,0.0
2022-10-25,3:00a,23.4,1.0,-36.0,0.0
2022-10-25,12:00a,23.7,1.0,-35.8,0.0
2022-10-25,4:00a,23.1,0.0,0.0,0.0
2022-10-25,4:30a,0.0,0.0,0.0,0.0
2022-10-25,2:30a,23.6,1.0,-35.9,0.0
2022-10-25,5:30a,0.0,0.0,0.0,0.0
2022-10-25,6:00a,0.0,0.0,0.0,0.0
2022-10-25,6:30a,0.0,0.0,0.0,0.0
2022-10-25,7:00a,25.1,1.0,-35.0,0.0
2022-10-25,7:30a,25.6,1.0,-34.6,0.0
2022-10-25,00:00,26.1,87.0,23.8,5.9
2022-10-25,01:00,25.6,88.0,23.4,6.5
2022-10-25,5:00a,0.0,0.0,0.0,0.0
2022-10-25,02:00,25.7,87.0,23.4,5.5
2022-10-26,14:00,29.1,74.0,24.1,16.0
2022-10-26,15:00,28.9,74.0,23.9,16.3
2022-10-26,17:00,27.5,78.0,23.3,15.0
2022-10-26,18:00,26.8,79.0,22.9,7.9
2022-10-26,22:00,26.3,81.0,22.8,4.6
2022-10-26,20:00,26.7,80.0,22.9,7.6
2022-10-26,21:00,26.7,79.0,22.9,6.3
2022-10-26,23:00,26.3,80.0,22.6,5.1
2022-10-26,13:00,29.3,74.0,24.2,15.8
2022-10-26,19:00,26.8,79.0,22.9,7.2
2022-10-26,12:00,29.0,76.0,24.3,16.3
2022-10-26,16:00,28.7,74.0,23.7,14.2
2022-10-26,10:00,28.7,78.0,24.5,13.7
2022-10-26,09:00,26.6,85.0,23.9,12.5
2022-10-26,08:00,26.2,87.0,23.9,9.9
2022-10-26,07:00,26.1,85.0,23.3,6.4
2022-10-26,06:00,25.9,85.0,23.2,4.1
2022-10-26,05:00,24.8,91.0,23.3,10.8
2022-10-26,04:00,24.8,91.0,23.2,9.7
2022-10-26,03:00,24.8,92.0,23.3,9.4
2022-10-26,02:00,25.0,91.0,23.4,8.7
2022-10-26,01:00,25.0,92.0,23.5,7.9
2022-10-26,00:00,25.1,91.0,23.6,6.9
2022-10-26,11:00,28.5,78.0,24.3,14.0
2022-10-27,14:00,28.8,73.0,23.5,17.0
2022-10-27,15:00,29.5,71.0,23.6,17.7
2022-10-27,16:00,29.0,72.0,23.3,13.5
2022-10-27,17:00,28.6,73.0,23.2,8.8
